dc:identifier,dc:title,dc:creator,prism:publicationName,prism:coverDate,prism:doi,citedby-count,affiliation,subtypeDescription,abstract
85179497219,"Understanding the relationship between marketing analytics, customer agility, and customer satisfaction: A longitudinal perspective.",Agag G.,Journal of Retailing and Consumer Services,2024-03-01,10.1016/j.jretconser.2023.103663,43,Nottingham Trent University,Article,"© 2023 The AuthorsShifting towards a more data-driven culture is a key antecedent of business success in today's digital era. Previous research has paid attention to exploring the influence of marketing analytics on business performance, and rarely examined how the use of marketing analytics influences customer agility and satisfaction. According to the dynamic capabilities view and using previous studies, we developed a conceptual framework to explore the effect of marketing analytics use on customer agility and customer satisfaction. In Study 1, we utilised cross-sectional data collected from 468 managers from various industries. In study 2, we employed longitudinal data in a three-wave longitudinal utilising a cross-lagged panel model. Study 1 indicated that data acquisition and tool acquisition are key drivers in adopting marketing analytics. Marketing analytics use has stronger effect on customer agility when market turbulence is high. They also revealed that the influence of customer agility on customer satisfaction in such conditions is stronger. Study 2 revealed that marketing analytics use at time point T1 has a significant and positive influence on customer agility at time point T2, while customer agility at time point T2 has a significant and positive influence on customer satisfaction at time point T3. These findings indicate strong temporal effects between marketing analytics use, customer agility, and customer satisfaction. The findings suggest that researchers should look beyond direct effects of marketing analytics use and shift their attention on how a marketing analytics can be leveraged to enable and support dynamic capabilities and customer satisfaction."
85176385096,Contract design considering data driven marketing: with and without the cap and trade regulation,Zhang J.,Annals of Operations Research,2024-02-01,10.1007/s10479-023-05678-8,2,Tianjin University,Article,"© The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature 2023.Due to the natural advantage of data acquisition, data driven marketing (DDM) has been widely adopted online. The major concern of managers, especially when facing severe environmental issues, is to adjust proper measures regarding DDM promotions (including consumers’ DDM preference and offline free riding), so as to ensure efficient implementation of the cap and trade regulation (CTR). We developed two models: No-CTR and CTR under centralized and decentralized scenarios, and then proposed corresponding contracts to achieve Pareto improvement. The validity of both coordination schemes has been demonstrated. Contrary to conventional wisdom, the results indicate that encouraging DDM promotions and consumers’ environmental awareness are not always beneficial to the manufacturer or retailers. Certain conditions should be met based on promotions and wholesale price. Secondly, comparing No-CTR with CTR, promotions should be set for different carbon quotas to ensure all members prefer CTR. Especially, when carbon quota is moderate, below a certain level can also be optimal. Furthermore, numerical analysis suggests that with the increase of carbon trading price, the online quantity will evolve from downward to upward, as will both retailers’ profit. Entrepreneurs should be mindful of balancing the trade-offs contingent on DDM promotion effect because it plays an essential role in CTR implementation efficiency. In our model, stochastic demand is also considered."
85183637900,SYSTEMATIC REVIEW: OPPORTUNITIES AND BARRIERS TO ONLINE MARKETING CAUSED BY THE DEVELOPMENT OF THE INTERNET OF THINGS,Nikolaev D.,Business Theory and Practice,2024-01-18,10.3846/btp.2024.19203,1,Masaryk University,Article,"© 2024 The Author(s). Published by Vilnius Gediminas Technical UniversityThe current research aims to systematically review the impact of the Internet of Things (IoT) on online marketing, focusing on its opportunities and challenges. Using the PSALSAR methodology, this research delves deep into the literature to understand the nature of IoT influences. The analysis reveals that while IoT offers transformative potential for online marketing, it brings with it significant challenges. Among these challenges are concerns about security, consumer perceptions, and sustainability. Furthermore, there is a noticeable gap concerning the quantifiable impact of IoT on B2B online marketing effectiveness and the long-term customer perceptions of IoT-integrated products. The estimation of effects and opportunities as well as a detailed description of challenges is an important step in every technological development."
85193485785,Data-driven strategies for digital native market segmentation using clustering,Uddin M.A.,International Journal of Cognitive Computing in Engineering,2024-01-01,10.1016/j.ijcce.2024.04.002,4,Deakin University,Article,"© 2024 The AuthorsThe rapid growth of internet users and social networking sites presents significant challenges for entrepreneurs and marketers. Understanding the evolving behavioral and psychological patterns across consumer demographics is crucial for adapting business models effectively. Particularly, the emergence of new firms targeting adolescents and future generations underscores the importance of comprehending online consumer behavior and communication dynamics. To tackle these challenges, we introduce a Machine Learning-based Digital Native Market Segmentation designed to cater specifically to the interests of digital natives. Leveraging an open-access prototype dataset from social networking sites (SNS), our study employs a variety of clustering techniques, including Kmeans, MiniBatch Kmeans, AGNES, and Fuzzy C-means, to uncover hidden interests of teenage consumers from SNS data. Through rigorous evaluation of these clustering approaches by default parameters, we identify the optimal number of clusters and group consumers with similar tastes effectively. Our findings provide actionable insights into business impact and critical patterns driving future marketing growth. In our experiment, we systematically evaluate various clustering techniques, and notably, the Kmeans cluster outperforms others, demonstrating strong segmentation ability in the digital market. Specifically, it achieves silhouette scores of 63.90% and 58.06% for 2 and 3 clusters, respectively, highlighting its effectiveness in segmenting the digital market."
85168013443,Data Driven Mixed Industry Restructuring of State-Owned Enterprises in the Digital Marketing Strategy Era,Feng X.,Computer Aided Design and Applications,2024-01-01,10.14733/cadaps.2024.S4.277-289,1,Business Administration Institute,Article,"© 2024 CAD Solutions, LLC.In the process of mixed reform, Chinese enterprises' financial management still exposed a series of problems at the organizational structure, accounting, budget management, financial supervision and other levels. It is urgent to innovate the financial management system in combination with external policies, market environment and SOE' own development strategy, so as to promote the systematic optimization of SOE' financial management model. Data oriented business innovation and development is gradually becoming a new way for enterprises to manage their financial affairs and make operational decisions. More and more enterprises are beginning to use intelligent analysis of business software to capture the insight and value hidden in big data. Through the integration and sorting of enterprise financial data, a data-driven model for the actual operation and management problems of the enterprise is built and visually displayed on the reporting platform. Advanced data applications such as machine learning are integrated on the reporting platform, providing a practical and effective data-driven model for the enterprise's operation and management problems and business demands, and improving the enterprise's decision-making ability and financial management ability. The experimental results show that this method can effectively improve the efficiency of financial management by 14%, and reduce the risk of financial management by 7%."
85207018829,ASSESSING THE IMPACT OF AFFILIATE MARKETING ON E-COMMERCE PERFORMANCE: A TIME SERIES ANALYSIS,Veverka L.,Investigacion Operacional,2024-01-01,,0,Prague University of Economics and Business,Article,
85207079888,Data-driven innovation and implementation effectiveness of tourism marketing strategies in the digital era,Cui L.,Applied Mathematics and Nonlinear Sciences,2024-01-01,10.2478/amns-2024-2871,0,Children’s Hospital of Zhengzhou City,Article,"© 2024 Lili Cui, published by Sciendo.Tourism marketing strategy is the top priority for all tourist attractions and tourism-related enterprises, and how innovative tourism marketing strategy in the digital era has become the key to improving the competitiveness of attractions and enterprises. This paper uses data mining technology as a basis to study feasible solutions for innovative tourism marketing strategies for scenic spots and enterprises under data-driven. A formalized label representation is used to construct an extended user portrait conceptual model by clustering the tourists' contextual information using K-means. Tourism marketing targets users based on similarity calculation results, and association rules are used to mine the alignment association rules between tourists' contextual features and attractions. Combined with the big data framework system Hadoop technology, we have built a tourism marketing platform that is used to analyze the tourism preferences of different tourists and formulate effective tourism marketing strategies. This paper, based on the data-driven tourism marketing strategy, can significantly improve scenic spot traffic. After marketing the Biluo Tower scenic spot in October, the average value of the traffic is up to 20,384 people, compared with the pre-marketing increase of 56.71%. At the same time, the marketing strategy significantly improves the satisfaction of tourists, and after the implementation of the marketing strategy, the satisfaction of tourists in the scenic area generally improves to more than 0.975."
85192447236,Applying advanced sentiment analysis for strategic marketing insights: A case study of BBVA using machine learning techniques,Gallastegui L.M.G.,Innovative Marketing,2024-01-01,10.21511/im.20(2).2024.09,3,Universidad Católica de Ávila,Article,"© Luis Miguel Garay Gallastegui, Ricardo Reier Forradellas, Sergio Luis Nanez Alonso, 2024.In the digital era, understanding public sentiment toward brands on social media is essential for crafting effective marketing strategies. This study applies sentiment analysis on Banco Bilbao Vizcaya Argentaria (BBVA) tweets using advanced machine learning techniques, particularly the eXtreme Gradient Boosting (XGBoost) algorithm, which showed remarkable precision (91.2%) in sentiment classification. This process involved a systematic approach to data collection, cleaning, and preprocessing. The precision of XGBoost highlights its effectiveness in analyzing social media conversations about banking. Additionally, this paper achieved improvements in neutral tweet classification, with accuracy rates at 87-88% and a reduced misclassification rate, enhancing the analysis reliability. The findings not only uncover general sentiments toward BBVA but also provide insight into how these sentiments shift in response to marketing activities and global events. This gives marketers a valuable tool for real-time assessment of campaign effectiveness and brand perception. Ultimately, employing the XGBoost algorithm for sentiment analysis offers BBVA a strategic advantage in understanding and engaging its online audience, demonstrating the significant benefits of using sophisticated machine learning in banking. The study emphasizes the crucial role of datadriven sentiment analysis in developing informed business strategies and improving customer relationships in the banking industry's competitive landscape."
85135805608,The ‘dark side’ of data–driven marketing: a system’s thinking analysis,Elias A.A.,Journal of Strategic Marketing,2024-01-01,10.1080/0965254X.2022.2105741,9,Fiji National University,Article,"© 2022 Informa UK Limited, trading as Taylor & Francis Group.Data-driven marketing has become a prominent strategic marketing approach, but it is prone to complex challenges, often referred as its dark side. The literature on data-driven marketing is dominated by its positive aspects, but there is an emerging literature stream focussing on its challenges. This study aims at contributing to this literature stream by providing an empirical study involving a holistic analysis of the undesirable effects of data-driven marketing using a systems thinking approach. The challenges faced by a New Zealand university in its international marketing using data-driven marketing is used as a case. Using 23 interviews, a systems model was developed, capturing the underlying structure behind these challenges. Eight interacting feedback loops were identified in the model, responsible for these complex challenges. A focus group was used to formulate three strategic interventions to address the complex challenges facing this organisation involved in data-driven marketing."
85194746467,A systematic data-driven approach for targeted marketing in enterprise information system,Upadhyay U.,Enterprise Information Systems,2024-01-01,10.1080/17517575.2024.2356770,7,Sir Padampat Singhania University,Article,"© 2024 Informa UK Limited, trading as Taylor & Francis Group.In the rapidly evolving landscape of digital marketing, leveraging data analytics within Enterprise Information Systems (EIS) has become crucial for businesses aiming to understand and engage their customers more effectively. This study presents a comprehensive analysis of data-driven marketing strategies, emphasising the critical role of diverse data sources in developing targeted, EIS-specific campaigns. Central to our investigation is a comparative analysis of various machine learning algorithms, including Random Forest, CART, Support Vector Machine, Linear Discriminant Analysis, Logistic Regression, K-Nearest Neighbours, and Naïve Bayes. Our selection and evaluation of these models are grounded in their ability to address the complex dynamics of customer behaviour and marketing data, demonstrating the superior efficacy of Random Forest and CART in this context."
85201538388,Integration of business intelligence and marketing: Enhancing corporate reputation in the financial services sector,Al Daabseh T.K.I.,Journal of Infrastructure Policy and Development,2024-01-01,10.24294/jipd.v8i7.4603,1,Jadara University,Article,"© 2024 by author(s).This investigation extends into the intricate fabric of customer-based corporate reputation within the banking industry, applying advanced analytics to decipher the nuances of customer perceptions. By integrating structural equation modeling, particularly through SmartPLS4, we thoroughly examine the interrelations of perceived quality, competence, likeability, and trust, and how they culminate in customer satisfaction and loyalty. Our comprehensive dataset is drawn from a varied demographic of banking consumers, ensuring a holistic view of the sector’s reputation dynamics. The research reveals the profound influence of these constructs on customer decision-making, with likeability emerging as a critical driver of satisfaction and allegiance to the bank. We also rigorously test our model’s internal consistency and convergent validity, establishing its reliability and robustness. While the direct involvement of Business Intelligence (BI) tools in the research design may not be overtly articulated, the analytical techniques and data-driven approach at the core of our methodology are synonymous with BI’s capabilities. The insights garnered from our analysis have direct implications for data-driven decision-making in banking. They inform strategies that could include enhancing service personalization, refining reputation management, and improving customer retention efforts. We acknowledge the need to more explicitly detail the role of BI within the research process. BI’s latent presence is inherent in the analytical processes employed to interpret complex data and generate actionable insights, which are crucial for crafting targeted marketing strategies. In summary, our research not only contributes to academic discourse on marketing and customer perception but also implicitly demonstrates the value that BI methodologies bring to understanding and influencing consumer behavior in the banking sector. It is this blend of analytics and marketing intelligence that equips banks with the strategic leverage necessary to thrive in today’s competitive financial landscape."
85169036812,"Competitive advantage: A longitudinal analysis of the roles of data-driven innovation capabilities, marketing agility, and market turbulence",Alghamdi O.A.,Journal of Retailing and Consumer Services,2024-01-01,10.1016/j.jretconser.2023.103547,52,Najran University,Article,"© 2023 The AuthorsWhile data-driven innovation capabilities have received considerable attention from academics and practitioners, there is insufficient longitudinal evidence on how they might contribute to improved marketing agility and competitive advantage. In this study, we make a preliminary effort to address this gap by developing a model based on the dynamic capabilities view. We also explore the moderating effects of market turbulence on the link among marketing agility and competitive advantage. We used two-waves data (T = 677 and T+1 = 569) and the cross-lagged panel approach was utilised to analyse the longitudinal data. Our findings provide robust empirical evidence on the causal and predictive temporal impact of data driven innovation capabilities on marketing agility and competitive advantage. It also indicated that marketing agility mediates this relationship over time. Moreover, the analysis suggested that market turbulence reinforce the influence of marketing agility on competitive advantage. We provided significant implications for theory and practice."
85200122460,Data-Driven Customer Online Shopping Behavior Analysis and Personalized Marketing Strategy,Li Y.,Journal of Organizational and End User Computing,2024-01-01,10.4018/JOEUC.346230,1,Ningbo University,Article,"© 2024 IGI Global. All rights reserved.In today's highly competitive market environment, personalized marketing has become an important means for enterprises to gain competitive advantages. In order to better meet customer needs, companies need to accurately identify and classify customers to implement more refined market strategies. This study focuses on the customer classification problem. Based on several classic deep learning models, the BiLSTM-TabNet model is designed, and the Whale Optimization Algorithm (WOA) is introduced to further improve the model performance, thereby improving classification accuracy and practicality. Experimental results show that this model has achieved excellent performance on each data set, has higher accuracy and AUC value than the baseline method, and has advantages over other control models in comparative experiments. This research provides solid support for the implementation of personalized marketing strategies."
85203064556,Big Data-Driven Cross-Border E-commerce Platform Operation Strategy Based on Data Mining,Kong T.,Applied Mathematics and Nonlinear Sciences,2024-01-01,10.2478/amns-2024-2439,0,Zhejiang Institute of Communications,Article,"© 2024 Ting Kong, published by Sciendo.In the context of the big data era, cross-border e-commerce enterprises are confronting significant challenges. The traditional marketing model finds it challenging to adapt to the evolving needs, making precision marketing for cross-border e-commerce platforms particularly crucial. This paper, based on the big data-driven path of operating cross-border e-commerce platforms, designs the operation strategy of these platforms from the perspective of precision marketing and empirically analyzes its impact. The RFM model is first used to design user value labels, and the K-means algorithm then uses the clustered labels. Combined with mining the three types of key data—user basic attributes, user value labels, and user consumption behaviors—of Company A’s Amazon store to construct user profiles, analyze them, and further design precise marketing strategies based on user profiles and analyze their effects, This paper classifies customer groups into three categories: high-value premium types, dynamic premium types, and growth types. High-value, quality customers account for most of Company A’s business, and through personalized marketing, their sales show a certain growth trend. Vitality-quality customers stimulate the desire to buy by recommending new products and activating old ones, and their sales increased to $32,527 in the fourth quarter. The impact of growth-type customers using consumption coupons and discount codes to stimulate consumption and purchases is flat, with no significant growth. This indicates that the operation strategy in this paper is more obvious and can be used as a precursor for further optimization."
85179315289,The future of marketing: How cultural understanding contributes to the success of brand positioning and campaigns,Jahns J.,Journal of Digital and Social Media Marketing,2023-12-01,10.69554/gdfd8618,1,Diageo,Article,"© HENRY STEWART PUBLICATIONS 2050-0076 (2023).The digital revolution has reshaped marketing, requiring brands to embed themselves in the cultural fabric to build trust and loyalty. This paper equips readers with actionable knowledge and skills to excel in this paradigm shift. The paper explores how cultural understanding can drive the success of brand positioning and campaigns in an ever-changing world. This exploration uncovers the convergence of innovation, creativity and data in crafting a new era of marketing where imagination knows no bounds. Key takeaways include: (1) Understanding cultural relevance: Culture is a driving force influencing consumer behaviour and perceptions. Brands must grasp cultural nuances to connect with diverse audiences authentically. This involves adapting products, messaging and values to resonate with specific cultural contexts. (2) Harnessing Big Data: Employing advanced analytics tools and techniques allows marketers to target effectively, create data-driven strategies, and gain insights into consumer behaviour. The combination of surveys, social media listening and data mining reveals valuable patterns and trends. (3) Omni-channel journeys: To remain relevant, brands must deliver a seamless customer experience across various channels — online and offline. Omni-channel marketing ensures consistent messaging and personalised interactions, enhancing customer engagement and loyalty. (4) The impact of influencer marketing: The rise of influencers has democratised influence, reshaping how brands connect with consumers. Leveraging influencer partnerships and user-generated content helps build cultural relevance and authenticity, resonating with consumers. (5) Redefining partnerships: Collaborations with like-minded partners across sports, music, influencers, and more, amplify brand relevance. Partnerships should align with brand values, resonate with consumers, and deliver against business objectives. The paper underscores the need for culture-centric approaches, emphasising genuine connections, active participation and meaningful brand purpose. By embracing cultural understanding, harnessing data-driven strategies, adopting omni-channel tactics, leveraging influencers and redefining partnerships, marketers can navigate the evolving landscape and thrive in the future of marketing."
85178492982,Quality effort strategies of video service supply chain considering fans preference and data-driven marketing under derived demand,Xing P.,Electronic Commerce Research and Applications,2023-11-01,10.1016/j.elerap.2023.101338,6,Liaoning University,Article,"© 2023 Elsevier B.V.In the era of “Internet +”, video service as a new cultural industry model has attracted a multitude of attention. Especially under the influence of COVID-19, the importance of video service in people's daily life becomes more prominent. In this paper, a video service supply chain (VSSC) composed of a video service platform and a video service supplier is researched. The video service supplier provides basic service and two-stages derived service to users through the video service platform. By analyzing the platform pricing scenario and supplier pricing scenario considering data-driven marketing (DDM), four models are established: No-DDM + platform pricing scenario, No-DDM + supplier pricing scenario, DDM + platform pricing scenario, and DDM + supplier pricing scenario. By using game theory, the optimal strategies, and optimal profits of VSSC members under four scenarios are obtained. Finally, the impact of basic market size, fans preference and data-driven marketing efficiency on the optimal strategies, optimal profits, profit growth rates, and model choice of VSSC members are discussed, and relevant conclusions are drawn to give management enlightenment."
85171769897,How has data-driven marketing evolved: Challenges and opportunities with emerging technologies,Rosário A.T.,International Journal of Information Management Data Insights,2023-11-01,10.1016/j.jjimei.2023.100203,80,IADE - Universidade Europeia,Article,"© 2023This paper explores data-driven marketing, its benefits, and challenges to provide insights and a framework for business leaders and marketers to leverage in their marketing efforts. Using a systematic literature review with bibliometric analysis, we examined a sample of 98 studies indexed in SCOPUS to identify research activity on this topic until May 2023. Data-driven marketing and communications have gained popularity as companies and marketers prioritize leveraging consumer and market data to strategize and make informed decisions. Adopting and integrating various technologies into the company's systems is crucial for companies aiming to achieve a sustainable competitive advantage. By analyzing and interpreting customer data, companies can implement customer-centered marketing initiatives that enhance their experience and satisfaction with the brand, thus strengthening company-customer relationships. However, data-driven marketing faces several challenges, including consumer privacy concerns, data poisoning, information quality issues, and the need for adequate organizational changes."
85192345515,DPMS: Data-Driven Promotional Management System of Universities Using Deep Learning on Social Media,Hossain M.E.,Applied Sciences Switzerland,2023-11-01,10.3390/app132212300,13,Daffodil International University,Article,"© 2023 by the authors.SocialMedia Marketing (SMM) has become a mainstream promotional scheme. Almost every business promotes itself through social media, and an educational institution is no different. The users’ responses to social media posts are crucial to a successful promotional campaign. An adverse reaction leaves a long-term negative impact on the audience, and the conversion rate falls. This is why selecting the content to share on social media is one of the most effective decisions behind the success of a campaign. This paper proposes a Data-Driven Promotional Management System (DPMS) for universities to guide the selection of appropriate content to promote on social media, which is more likely to obtain positive user reactions. The main objective of DPMS is to make effective decisions for Social Media Marketing (SMM). The novel DPMS uses a well-engineered and optimized BiLSTM network, classifying users’ sentiments about different university divisions, with a stunning accuracy of 98.66%. The average precision, recall, specificity, and F1-score of the DPMS are 98.12%, 98.24%, 99.39%, and 98.18%, respectively. This innovative Promotional Management System (PMS) increases the positive impression by 68.75%, reduces the adverse reaction by 31.25%, and increases the conversion rate by 18%. In a nutshell, the proposed DPMS is the first promotional management system for universities. It demonstrates significant potential for improving the brand value of universities and for increasing the intake rate."
85171345031,Mixed emotion extraction analysis and visualisation of social media text,Li Y.,Data and Knowledge Engineering,2023-11-01,10.1016/j.datak.2023.102220,6,The University of Auckland,Article,"© 2023With the widespread use of social media and accelerated development of artificial intelligence, sentiment analysis is regarded as an important way to help enterprises understand user needs and conduct brand monitoring. It can also assist businesses in making data-driven decisions about product development, marketing strategies, and customer service. However, as social media information continues to grow exponentially, and industry demands increase, sentiment analysis should no longer be limited to fundamental polarity classification of positive, neutral, and negative. Instead, it should move to more precise classification of emotions. Therefore, in this paper, we expand sentiment analysis to analysis of eight different emotions based on Plutchik's wheel of emotions, and define it as a multi-label classification task to identify complex and mixed emotions in text. We achieved an overall precision of 0.7958 for the eight emotions multi-label classification based on the attention-based bidirectional long short-term memory with convolution layer (AC-BiLSTM) model on the SemEval-2018 dataset. In addition, we proposed the introduction of the NRC emotion lexicon and emotion correlation constraints to optimise the emotion classification results. This ultimately increased the overall precision to 0.8228 demonstrating the effectiveness of our approach. Finally, we store and visualise the emotion analysis results in a graph structure, in order to achieve deductibility and traceability of emotions."
85166291581,Inventory competition and quality improvement decisions in dual-channel supply chains with data-driven marketing,Xu S.,Computers and Industrial Engineering,2023-09-01,10.1016/j.cie.2023.109452,18,School of Business,Article,"© 2023 The Author(s)The digital dual-channel supply chain (DSC) is getting more and more difficult to ignore. This study develops a data-driven DSC, including an online manufacturer and an offline retailer with stochastic demand. Then it discusses the effects of the selling price, wholesale price, stock-out-based substitution rate, Data-Driven Marketing (DDM), and two channels’ sensitivity of product quality on the optimal decisions (quality improvement effort, online inventory level, and offline order quantity), and the optimal expected profits. It also analyzes the coordination of the manufacturer's buyback contract. This work is mainly concluded as follows: (1) Increases in DDM quality can increase inventory levels in both channels and efforts to enhance quality, but they can also lower customer return rates, which makes sense. However, it is not always true that DDM quality positively affects the total supply chain expected profit. (2) The decline of one channel's stock-out-based substitution rate can raise its inventory level but decrease the inventory level of the competitive channel. Contrarily, the selling price of one channel is adversely connected with the inventory level of the competitive channel, which extends some existing studies under a decentralized decision. (3) The increase of sensitivity of product quality can lead to the growth of quality improvement efforts (consistent with previous literature) and the reduction of consumer return rate. (4) The manufacturer's buyback contract can well coordinate both members under stochastic demand for Pareto-optimality. Finally, this study proposes some managerial implications and further research directions."
85118672184,Facilitators and Barriers of Artificial Intelligence Adoption in Business – Insights from Opinions Using Big Data Analytics,Kar A.K.,Information Systems Frontiers,2023-08-01,10.1007/s10796-021-10219-4,68,Indian Institute of Technology Delhi,Article,"© 2021, The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature.Data-driven predictions have become an inseparable part of business decisions. Artificial Intelligence (AI) has started helping the product and support teams perform more accurate experiments in various business settings. This study proposes a framework for businesses based on inductive learnings related to success and barriers shared on social media platforms. Our goal is to analyse the signals emerging from these conversational opinions from the early adoption of AI, with a focus towards facilitators and barriers faced by teams. Factors like efficiency, innovation, business research, product novelty, manual intervention, adaptability, emotion, support, personal growth, experiential learning, fear of failure and fear of upgradation have been identified based on an exploratory study and then a confirmatory study. We present the learnings through a roadmap for practitioners. This study contributes to the IS literature by delineating AI as a determinant of success and introduces a lot of organizational factors into the model."
86000334617,How social media are collecting more of users’ data: a behavioral model of platform retention strategies,Corcos A.,SN Business and Economics,2023-07-01,10.1007/s43546-023-00501-9,0,Université de Picardie Jules Verne,Article,"© The Author(s), under exclusive licence to Springer Nature Switzerland AG 2023.While the business models of social media are primarily data-driven (Hartmann in Int J Oper Prod Manag 36:1382, 2016), little research has focused on the strategies that platforms use to collect more and more user data. The contribution of this paper is threefold. First, it shows that time spent on social media is also, and primarily, the result of deliberate retention strategies implemented by platforms. Second, it identifies behavioral tools (Kahneman and Tversky in Econometrica 47, 1979) and develops a model that analyzes how these tools are combined to retain users: they encourage behavioral inertia and increase user enjoyment without requiring much effort. Ultimately, beyond the interest in identifying and characterizing these behavioral retention strategies, understanding how they work is a first step toward regaining control over our choices and behaviors. The article also aims to guide lawmakers in their efforts to protect consumers."
85164829959,Cold Start to Improve Market Thickness on Online Advertising Platforms: Data-Driven Algorithms and Field Experiments,Ye Z.,Management Science,2023-07-01,10.1287/mnsc.2022.4550,9,The Grainger College of Engineering,Article,"© 2022 INFORMS.Cold start describes a commonly recognized challenge for online advertising platforms: with limited data, the machine learning system cannot accurately estimate the click-through rates (CTR) of new ads and, in turn, cannot efficiently price these new ads or match them with platform users. Traditional cold start algorithms often focus on improving the learning rates of CTR for new ads to improve short-term revenue, but unsuccessful cold start can prompt advertisers to leave the platform, decreasing the thickness of the ad marketplace. To address these issues, we build a data-driven optimization model that captures the essential trade-off between short-term revenue and long-term market thickness on the platform. Based on duality theory and bandit algorithms, we develop the shadow bidding with learning (SBL) algorithms with a provable regret upper bound of O(T2=3K1=3 (logT)1=3d1=2), where K is the number of ads and d captures the error magnitude of the underlying machine learning oracle for predicting CTR. Our proposed algorithms can be implemented in a real online advertising system with minimal adjustments. To demonstrate this practicality, we have collaborated with a large-scale video-sharing platform, conducting a novel, two-sided randomized field experiment to examine the effectiveness of our SBL algorithm. Our results show that the algorithm increased the cold start success rate by 61.62% while compromising short-term revenue by only 0.717%. Our algorithm has also boosted the platform’s overall market thickness by 3.13% and its long-term advertising revenue by (at least) 5.35%. Our study bridges the gap between the theory of bandit algorithms and the practice of cold start in online advertising, highlighting the value of well-designed cold start algorithms for online advertising platforms."
85163378992,DATA-DRIVEN MARKET SEGMENTATION: THE CASE OF MEDICAL TOURISTS IN LEBANON,Noaman S.B.,Market Trziste,2023-06-09,10.22598/mt/2023.35.1.57,0,Canadian University Dubai,Article,"© 2023, University of Zagreb, Faculty of Economics and Business Zagreb. All rights reserved.Purpose – This research aims to obtain an in-depth understanding of medical tourists’ segments and the variations that exist within them as tourists and patients. Design/Methodology/Approach – A data-driven segmentation approach using the two-step cluster analysis technique was applied on a sample of 212 participants visiting Lebanon for medical purposes. The research instruments combine travel motivation variables, along with socio-demographic, geographic, and behavioral characteristics. Findings and implications – The results identified two distinct segments: “the international patients” and “the elective medical tourists.” The delineated segments have significant implications for scholars, allowing them to understand the profile of tourists and their associated motivations and behaviors better. They can guide medical tourism service providers, marketers, and destination managers in providing specific medical tourism products and services that meet the expectations of each segment. Limitations – Limitations were experienced during the data collection process due to a lack of collaboration and prompt responses by some medical centers, as well as the political and economic contexts of Lebanon that discouraged tourism inflow. These limitations prevented the researchers from obtaining a larger sample size. Originality – There is limited understanding of medical tourists and their diversities in medical tourism literature to date. This study addresses the gap by proposing a new segmentation method in the field of medical tourism that delineates segments by investigating medical tourists’ travel motivations in line with their characteristics."
85112555264,Gender difference in visual attention to digital content of place-based advertising: a data-driven scientific approach,Suh T.,Electronic Commerce Research,2023-06-01,10.1007/s10660-021-09494-9,6,McCoy College of Business,Article,"© 2021, The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature.Due to the greater integration of digital technology within advertising and e-commerce, academics and practitioners need a better understanding of advertising effects in ecologically valid environments. This in-market study focuses on gender differences to investigate different types of visual attention for place-based advertising in a digital marketing context. This study adopts a data-driven scientific approach and demonstrates that gender differences can assess shoppers’ viewing behavior and preference towards different promotional content based on gender schemas. Our results find that gender dynamics are complex. On the one hand, our findings show that female shoppers are more likely to respond to gaze cues and notice place-based advertising if others are also looking at the ad. On the other hand, male shoppers display longer staying and fixation times than females. Although a few detailed results are mixed, in our additional investigation, we found that gender is still a key factor in explaining the initial visual attention to promotional content within place-based advertising."
85147310088,Decisions of pricing and delivery-lead-time in dual-channel supply chains with data-driven marketing using internal financing and contract coordination,Xu S.,Industrial Management and Data Systems,2023-03-09,10.1108/IMDS-07-2022-0436,9,School of Business,Article,"© 2022, Senyu Xu, Huajun Tang and Yuxin Huang.Purpose: The purpose of this research is to investigate how to introduce a financing scheme to tackle the manufacturer's capital constraint problem, discuss the effects of data-driven marketing (DDM) quality, cross-channel-return (CCR) rate and financing interest rate on the members' pricing and delivery-lead-time decisions and optimal performances, and analyzes `how to achieve the coordination within a dual-channel supply chain (DSC) by contract coordination. Design/methodology/approach: This work establishes a DSC model with DDM, and the offline retailer can provide internal financing to the capital-constrained online manufacturer. The demand under the price is determined based on DDM quality, customer channel preference and delivery lead time. Then, combined with the Stackelberg game, the optimal pricing and delivery-lead-time decisions are discussed under the inconsistent and consistent pricing strategies with decentralized and centralized systems. Furthermore, it designs a manufacturer-revenue sharing contract to coordinate the members under the two pricing strategies. Findings: (1) The increase of DDM quality will reduce the delivery-lead-time under the inconsistent or consistent pricing strategy and will push the selling prices; (2) The growth of the CCR rate will raise selling prices and extend the delivery-lead-time under the decentralized decision; (3) Under price competition, the offline selling price is higher than the online selling price when customers prefer the offline channel and vice versa; (4) The retailer and the manufacturer can achieve a win-win situation through a manufacturer-revenue sharing contract. Originality/value: This paper contributes to the studies related to DSC by investigating pricing and delivery-lead-time decisions based on DDM, CCR, internal financing and supply chain contract and proposes some managerial implications."
